1,534
2,586
3,529
4,494
5,490
6,418
7,449
8,406
9,416
10,412
11,391
12,403
13,375
14,391
15,370
16,385
17,347
18,360
19,333
20,339
21,325
22,322
23,304
24,327
25,303
26,309
27,308
28,318
29,329
30,294
31,316
32,291
33,299
34,296
35,316
36,306
37,308
38,284
39,282
40,262
41,243
42,250
43,242
44,236
45,243
46,266
47,250
48,276
49,263
50,274
51,253
52,272
53,259
54,267
55,224
56,226
57,224
58,203
59,207
60,192
61,197
62,213
63,204
64,207
65,193
66,204
67,185
68,193
69,196
70,178
71,188
72,170
73,176
74,151
75,153
76,159
77,151
78,157
79,162
80,160
80,160
81,164
82,158
83,157
84,151
85,150
86,151
87,154
88,145
89,135
90,128
91,124
92,121
93,119
93,119
94,124
95,123
96,130
97,124
98,118
99,124
100,114
101,119
102,125
103,126
104,133
105,141
106,132
107,155
108,140
109,134
110,128
111,124
112,129
113,132
114,141
115,138
116,155
117,125
118,124
119,128
120,119
121,122
122,121
123,127
124,123
125,130
126,127
127,132
128,124
129,128
130,121
131,117
132,118
133,119
134,116
135,121
136,115
137,113
137,113
138,109
139,111
140,104
141,102
142,99
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
143,97
144,98
144,98
145,99
146,96
147,95
148,96
149,95
149,95
150,97
150,97
151,101
151,101
152,109
