1,525
2,502
3,476
4,467
5,453
6,412
7,400
8,428
9,361
10,392
11,384
12,368
13,351
14,332
15,337
16,352
17,330
18,285
19,264
20,249
21,246
22,259
23,220
24,198
25,183
26,182
27,161
28,196
29,169
30,204
31,188
32,205
33,195
34,204
35,201
36,202
37,208
38,239
39,186
40,195
41,230
42,173
43,171
44,189
45,183
46,179
47,195
48,185
49,164
50,173
51,165
51,165
52,164
53,159
54,175
55,187
56,157
57,183
58,179
59,192
60,172
61,176
62,164
63,181
64,193
65,176
66,191
67,199
68,191
69,201
69,201
70,206
71,201
72,241
73,201
74,208
75,219
76,187
77,196
78,200
79,176
80,192
81,212
82,194
83,207
84,223
85,206
86,234
87,222
88,202
89,207
90,225
91,209
92,193
93,189
94,169
95,160
96,164
97,155
98,170
99,175
100,180
101,173
102,170
103,161
104,158
105,184
106,168
107,162
108,177
109,175
110,187
111,191
112,181
113,197
114,207
115,180
116,187
117,198
118,203
119,208
120,223
121,218
122,201
123,211
124,205
125,206
126,225
127,208
128,192
129,203
130,185
131,196
132,212
133,202
134,225
135,216
136,212
137,218
138,252
139,231
140,241
141,261
142,238
143,249
144,237
145,252
146,231
147,250
148,209
149,211
150,233
151,228
152,237
153,235
153,235
154,236
155,230
156,220
157,216
158,222
159,227
160,231
161,228
162,222
163,221
164,251
165,223
166,210
167,236
168,239
169,244
170,252
171,242
172,250
173,232
174,207
175,199
175,199
176,192
177,186
178,190
179,200
180,201
181,203
182,206
183,200
184,191
185,196
186,198
187,197
187,197
188,205
188,205
189,200
190,213
191,220
192,241
193,208
194,219
195,208
196,218
197,219
198,193
199,220
200,189
201,203
202,193
203,190
204,183
205,170
206,169
207,165
207,165
208,167
209,184
210,172
210,172
211,175
212,187
213,178
214,177
215,191
215,191
216,159
217,164
218,139
219,144
219,144
220,151
221,152
222,149
223,148
224,156
225,140
226,135
227,127
228,128
229,129
230,132
231,129
232,138
233,139
234,129
235,133
236,117
237,116
238,110
239,113
240,111
241,113
242,110
243,134
244,116
245,130
246,117
247,122
248,116
249,119
250,118
251,121
252,108
253,117
254,101
254,101
255,104
256,100
