1,525
2,534
3,459
4,464
5,426
6,429
7,416
8,367
9,381
10,349
11,356
12,349
13,351
14,354
15,336
16,325
17,315
18,327
19,324
20,312
21,301
22,294
23,289
24,262
25,266
26,248
27,285
28,271
29,243
30,229
31,230
32,212
33,222
34,212
35,219
35,219
36,229
37,199
38,204
39,197
40,175
41,167
42,161
43,173
44,182
45,206
46,197
47,216
48,206
49,212
50,210
51,196
52,183
53,163
54,168
55,157
56,162
57,165
58,172
59,186
60,168
61,173
62,162
63,169
64,157
65,173
66,165
67,162
68,174
69,186
70,163
71,164
72,175
73,193
74,162
75,173
76,160
77,157
77,157
78,139
79,134
80,107
81,108
82,117
83,106
84,116
85,112
86,120
87,130
88,143
88,143
89,163
90,149
91,147
92,170
93,169
93,169
94,154
95,160
96,170
97,174
98,165
99,149
100,160
101,159
102,176
103,175
104,190
105,166
106,165
107,178
108,161
109,160
110,169
111,174
112,176
113,179
114,177
115,181
116,184
117,182
118,176
119,184
120,168
121,161
122,141
123,150
124,147
125,135
126,129
127,119
128,112
129,131
130,110
131,115
132,97
133,104
134,93
135,90
136,74
137,76
138,64
139,65
140,62
141,64
142,69
143,72
144,84
145,74
146,82
147,72
148,76
149,80
150,82
151,86
152,92
153,89
154,90
155,96
156,107
157,98
158,85
159,90
160,93
161,105
162,104
163,118
164,116
165,113
166,109
167,110
168,113
169,114
170,102
171,100
172,112
173,103
174,109
175,103
176,122
177,116
178,107
179,116
180,108
181,113
182,104
183,101
184,109
185,110
186,112
187,100
188,99
189,100
190,93
191,91
192,85
192,85
193,88
194,96
195,104
196,94
197,99
198,91
199,103
200,93
201,115
202,103
203,104
204,105
205,100
206,103
207,106
208,107
209,97
210,99
211,95
212,101
213,93
214,92
215,95
216,101
217,109
218,103
219,119
220,106
221,108
222,118
223,115
224,122
225,110
226,125
227,127
228,128
229,139
230,148
231,135
232,145
233,125
234,129
235,114
236,125
237,122
238,123
239,132
240,127
241,124
242,133
243,123
244,114
245,116
246,115
247,113
248,114
249,117
250,112
251,121
252,115
253,113
254,116
255,117
256,118
257,119
258,113
259,116
260,117
261,108
262,106
263,108
264,105
265,100
266,103
267,102
268,104
269,106
269,106
270,105
271,110
272,105
273,114
274,112
275,123
276,121
277,111
278,123
279,113
280,118
281,111
282,127
283,129
284,125
285,132
286,128
287,116
288,107
289,104
290,103
291,105
292,107
293,109
294,113
295,117
296,123
297,116
298,108
299,107
300,109
301,104
302,103
303,106
304,100
305,91
306,87
307,78
308,77
309,83
310,80
311,87
312,79
313,80
313,80
314,78
315,79
316,80
317,84
318,81
319,86
320,85
321,90
322,95
323,97
324,89
325,93
326,95
327,103
328,110
329,113
330,95
331,98
332,97
333,104
333,104
334,118
335,99
336,96
337,93
338,91
339,97
340,101
341,99
342,101
343,98
344,94
344,94
345,93
346,97
347,95
348,102
349,98
350,107
351,104
352,110
352,110
353,111
354,112
355,103
356,107
357,114
357,114
358,113
359,107
360,115
361,102
362,106
363,108
364,113
365,118
366,107
367,115
368,104
369,113
370,109
371,129
372,114
373,122
374,110
375,117
376,109
376,109
377,105
377,105
378,101
379,107
380,109
381,113
382,102
383,111
384,98
385,116
386,101
387,105
388,104
389,113
390,112
391,109
392,115
393,117
394,122
395,129
396,123
397,114
398,115
399,120
400,129
401,124
402,142
403,125
404,124
405,115
406,111
407,116
407,116
408,113
409,108
410,109
411,104
412,89
413,85
414,82
415,84
415,84
416,87
417,93
418,87
418,87
419,90
419,90
420,96
421,91
422,94
423,96
424,100
425,94
426,100
427,94
428,99
429,101
430,105
431,114
432,100
433,95
434,93
435,95
436,101
437,96
438,101
439,100
440,101
441,98
442,111
443,104
444,111
445,96
446,90
447,88
448,85
449,86
449,86
450,87
451,83
452,84
453,87
454,89
455,91
456,90
457,88
458,90
459,86
460,89
461,87
462,91
463,86
464,91
465,92
466,96
467,98
467,98
468,109
469,99
470,101
471,100
472,98
473,90
474,89
475,94
476,95
477,101
478,93
479,95
480,98
481,93
482,87
483,88
484,84
484,84
485,82
486,87
487,85
488,92
489,86
490,92
491,89
492,97
493,94
494,88
495,87
496,88
497,89
498,95
499,90
500,91
501,97
502,100
503,101
504,99
505,103
506,102
507,106
508,107
509,99
510,96
511,98
512,92
513,97
514,87
515,86
516,85
517,90
518,87
519,82
520,83
521,85
521,85
522,89
523,83
524,89
525,78
526,83
527,78
528,79
529,78
530,84
531,78
532,82
533,78
534,74
535,76
535,76
536,77
537,79
538,78
539,83
540,82
541,93
542,83
543,86
544,82
544,82
545,84
546,88
547,90
548,87
549,90
550,83
551,78
552,84
552,84
553,79
554,88
554,88
555,95
556,102
557,110
558,106
559,117
560,105
561,108
562,109
563,108
563,108
564,111
564,111
565,115
566,113
567,123
568,119
569,126
570,120
571,124
571,124
572,129
573,133
574,136
575,140
576,119
577,134
578,121
579,128
580,122
581,131
582,116
583,118
584,116
585,119
586,131
587,117
588,110
589,116
590,117
591,125
592,123
593,131
594,133
595,128
596,111
597,116
598,112
599,120
600,110
601,113
601,113
602,115
603,124
604,119
605,133
606,123
606,123
607,132
608,119
609,140
610,112
611,121
612,117
613,129
614,109
614,109
615,100
616,99
617,98
618,102
619,103
620,116
621,103
622,109
623,101
624,105
625,103
626,107
627,111
628,105
629,109
630,104
630,104
631,98
632,93
633,90
634,85
634,85
635,87
636,92
637,85
638,88
639,80
639,80
639,80
